programme_id,patch_id,year,transect,city_dist_km,greater_urbanization_negative_city_dist,urb_score,I_pollinator_abundance_per_surveyed_plant,F_mean_follicles_per_inflorescence,plants_surveyed_for_I,n_F_plants,primary_source_code_frame,zero_pollinator_sensitivity_only,independent_unit
P2_CF01_MILKWEED_URBAN_2023,MW002,2019,South,24.987050922190,-24.987050922190,0.061965200000,1.666666666667,1.588500388500,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW003,2019,South,25.491778285961,-25.491778285961,-0.548885500000,0.666666666667,1.490909090909,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW004,2019,South,26.109401891776,-26.109401891776,-0.928264400000,6.000000000000,1.784184704185,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW006,2019,Rural,40.355112507307,-40.355112507307,-0.431062000000,2.666666666667,1.136363636364,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW007,2019,Rural,48.856938391392,-48.856938391392,-3.090082500000,3.333333333333,1.966493506494,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW011,2019,South,22.044809923961,-22.044809923961,2.101560000000,0.000000000000,1.513070263070,3,5,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW012,2019,South,25.268111879728,-25.268111879728,0.405300000000,1.000000000000,1.957777777778,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW015,2019,South,9.637376139588,-9.637376139588,0.148848000000,1.000000000000,1.513650793651,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW019,2019,Rural,53.473189136125,-53.473189136125,-3.448970000000,6.000000000000,0.166473526474,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW020,2019,Rural,55.443548344120,-55.443548344120,-3.349980000000,2.000000000000,0.795829725830,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW021,2019,Rural,52.795394439800,-52.795394439800,-3.556270000000,2.666666666667,1.096839826840,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW023,2019,Rural,57.965848752526,-57.965848752526,-3.233510000000,5.333333333333,0.910476190476,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW026,2019,North,8.725651157337,-8.725651157337,1.698290000000,1.666666666667,1.830303030303,3,5,yes,no,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW028,2019,North,9.188664198851,-9.188664198851,1.626460000000,0.000000000000,1.416363636364,1,5,no,yes,population_patch
P2_CF01_MILKWEED_URBAN_2023,MW029,2019,North,9.947022003793,-9.947022003793,1.681610000000,2.666666666667,1.559510489510,3,5,yes,no,population_patch
