cluster_id,study_id,species,site,habitat,layer,endpoint,n_plants,site_mean,site_sd,primary_site_replicate,source_note
ML016,PS021,Atamisquea emarginata,1,continuous,I,pollen_tubes_per_flower,10,11.8,3.1,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,2,continuous,I,pollen_tubes_per_flower,10,10.4,2.7,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,3,continuous,I,pollen_tubes_per_flower,10,10.8,2.6,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,5,continuous,I,pollen_tubes_per_flower,10,16.7,4.1,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,1,small_fragment,I,pollen_tubes_per_flower,6,10.5,4.6,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,2,small_fragment,I,pollen_tubes_per_flower,9,7.0,1.3,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,3,small_fragment,I,pollen_tubes_per_flower,9,8.2,2.7,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,5,small_fragment,I,pollen_tubes_per_flower,10,14.1,3.3,yes,"Appendix I PT; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,1,continuous,F,fruit_set,10,0.50,0.15,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,2,continuous,F,fruit_set,10,0.30,0.11,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,3,continuous,F,fruit_set,10,0.46,0.14,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,5,continuous,F,fruit_set,10,0.36,0.07,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,1,small_fragment,F,fruit_set,6,0.34,0.14,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,2,small_fragment,F,fruit_set,9,0.26,0.11,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,3,small_fragment,F,fruit_set,9,0.39,0.16,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
ML016,PS021,Atamisquea emarginata,5,small_fragment,F,fruit_set,10,0.27,0.09,yes,"Appendix I FS; n/SD are nested plant summaries, not primary fragmentation n"
