cluster_id,study_id,endpoint_i,endpoint_j,correlation_proxy,sampling_covariance,marginal_variance_i,marginal_variance_j,n_paired_units,proxy_method,covariance_status,note
ML003,PS001,C_paternity_correlation,C_paternity_correlation,1.000000000000,0.839822925559,0.839822925559,0.839822925559,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Diagonal equals audited metafor-LS variance. Four co-primary endpoints over five sites have only three within-habitat residual degrees of freedom, so the full 4x4 proxy is structurally singular and is not inverted."
ML003,PS001,C_paternity_correlation,Gadult_Ho,0.309901518137,0.272677842572,0.839822925559,0.921859137997,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Paired five-site covariance proxy; valid for lower-dimensional contrasts, not a claim of exact sampling covariance."
ML003,PS001,C_paternity_correlation,Gjuvenile_Ho,-0.691640628738,-0.861037271455,0.839822925559,1.845419827163,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Paired five-site covariance proxy; juvenile is a dependent developmental cohort inside ML003."
ML003,PS001,C_paternity_correlation,Gseed_Ho,-0.986425142587,-0.884931813391,0.839822925559,0.958304713335,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Paired five-site covariance proxy; seed is a dependent developmental cohort inside ML003."
ML003,PS001,Gadult_Ho,C_paternity_correlation,0.309901518137,0.272677842572,0.921859137997,0.839822925559,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Symmetric covariance entry."
ML003,PS001,Gadult_Ho,Gadult_Ho,1.000000000000,0.921859137997,0.921859137997,0.921859137997,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Diagonal equals audited metafor-LS variance."
ML003,PS001,Gadult_Ho,Gjuvenile_Ho,0.445755836016,0.581402522287,0.921859137997,1.845419827163,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Adult-versus-juvenile cohort covariance proxy used for the paired cohort contrast."
ML003,PS001,Gadult_Ho,Gseed_Ho,-0.301014841261,-0.282925442118,0.921859137997,0.958304713335,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Adult-versus-seed cohort covariance proxy used for the paired cohort contrast."
ML003,PS001,Gjuvenile_Ho,C_paternity_correlation,-0.691640628738,-0.861037271455,1.845419827163,0.839822925559,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Symmetric covariance entry."
ML003,PS001,Gjuvenile_Ho,Gadult_Ho,0.445755836016,0.581402522287,1.845419827163,0.921859137997,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Symmetric covariance entry."
ML003,PS001,Gjuvenile_Ho,Gjuvenile_Ho,1.000000000000,1.845419827163,1.845419827163,1.845419827163,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Diagonal equals audited metafor-LS variance."
ML003,PS001,Gjuvenile_Ho,Gseed_Ho,0.718337563279,0.955274050229,1.845419827163,0.958304713335,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Two offspring stages are dependent outcomes and never count as independent clusters."
ML003,PS001,Gseed_Ho,C_paternity_correlation,-0.986425142587,-0.884931813391,0.958304713335,0.839822925559,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Symmetric covariance entry."
ML003,PS001,Gseed_Ho,Gadult_Ho,-0.301014841261,-0.282925442118,0.958304713335,0.921859137997,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Symmetric covariance entry."
ML003,PS001,Gseed_Ho,Gjuvenile_Ho,0.718337563279,0.955274050229,0.958304713335,1.845419827163,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Symmetric covariance entry."
ML003,PS001,Gseed_Ho,Gseed_Ho,1.000000000000,0.958304713335,0.958304713335,0.958304713335,5,within_contrast_group_centered_outcome_correlation,proxy_pairwise_low_rank,"Diagonal equals audited metafor-LS variance."
